rownum,emoji,grp_subgrp,desc,person_animal_other,anthro_type,gender,skin_tone,shape_type,shape_color,direction,sentiment_smileys_binary,cldr short name,codepoint,status,group,subgroup,char_len,version
980,👩🏻‍⚖️,People & Body_person-role,anthropomorphic,person,role,female,light,,,,,woman judge: light skin tone,1F469 1F3FB 200D 2696 FE0F,fully-qualified,People & Body,person-role,5,E4.0
981,👩🏻‍⚖,People & Body_person-role,anthropomorphic,person,role,female,light,,,,,woman judge: light skin tone,1F469 1F3FB 200D 2696,minimally-qualified,People & Body,person-role,4,E4.0
982,👩🏼‍⚖️,People & Body_person-role,anthropomorphic,person,role,female,medium-light,,,,,woman judge: medium-light skin tone,1F469 1F3FC 200D 2696 FE0F,fully-qualified,People & Body,person-role,5,E4.0
983,👩🏼‍⚖,People & Body_person-role,anthropomorphic,person,role,female,medium-light,,,,,woman judge: medium-light skin tone,1F469 1F3FC 200D 2696,minimally-qualified,People & Body,person-role,4,E4.0
984,👩🏽‍⚖️,People & Body_person-role,anthropomorphic,person,role,female,medium,,,,,woman judge: medium skin tone,1F469 1F3FD 200D 2696 FE0F,fully-qualified,People & Body,person-role,5,E4.0
985,👩🏽‍⚖,People & Body_person-role,anthropomorphic,person,role,female,medium,,,,,woman judge: medium skin tone,1F469 1F3FD 200D 2696,minimally-qualified,People & Body,person-role,4,E4.0
986,👩🏾‍⚖️,People & Body_person-role,anthropomorphic,person,role,female,medium-dark,,,,,woman judge: medium-dark skin tone,1F469 1F3FE 200D 2696 FE0F,fully-qualified,People & Body,person-role,5,E4.0
987,👩🏾‍⚖,People & Body_person-role,anthropomorphic,person,role,female,medium-dark,,,,,woman judge: medium-dark skin tone,1F469 1F3FE 200D 2696,minimally-qualified,People & Body,person-role,4,E4.0
988,👩🏿‍⚖️,People & Body_person-role,anthropomorphic,person,role,female,dark,,,,,woman judge: dark skin tone,1F469 1F3FF 200D 2696 FE0F,fully-qualified,People & Body,person-role,5,E4.0
989,👩🏿‍⚖,People & Body_person-role,anthropomorphic,person,role,female,dark,,,,,woman judge: dark skin tone,1F469 1F3FF 200D 2696,minimally-qualified,People & Body,person-role,4,E4.0
990,🧑‍🌾,People & Body_person-role,anthropomorphic,person,role,person,neutral,,,,,farmer,1F9D1 200D 1F33E,fully-qualified,People & Body,person-role,3,E12.1
991,🧑🏻‍🌾,People & Body_person-role,anthropomorphic,person,role,person,light,,,,,farmer: light skin tone,1F9D1 1F3FB 200D 1F33E,fully-qualified,People & Body,person-role,4,E12.1
992,🧑🏼‍🌾,People & Body_person-role,anthropomorphic,person,role,person,medium-light,,,,,farmer: medium-light skin tone,1F9D1 1F3FC 200D 1F33E,fully-qualified,People & Body,person-role,4,E12.1
993,🧑🏽‍🌾,People & Body_person-role,anthropomorphic,person,role,person,medium,,,,,farmer: medium skin tone,1F9D1 1F3FD 200D 1F33E,fully-qualified,People & Body,person-role,4,E12.1
994,🧑🏾‍🌾,People & Body_person-role,anthropomorphic,person,role,person,medium-dark,,,,,farmer: medium-dark skin tone,1F9D1 1F3FE 200D 1F33E,fully-qualified,People & Body,person-role,4,E12.1
995,🧑🏿‍🌾,People & Body_person-role,anthropomorphic,person,role,person,dark,,,,,farmer: dark skin tone,1F9D1 1F3FF 200D 1F33E,fully-qualified,People & Body,person-role,4,E12.1
996,👨‍🌾,People & Body_person-role,anthropomorphic,person,role,male,neutral,,,,,man farmer,1F468 200D 1F33E,fully-qualified,People & Body,person-role,3,E4.0
997,👨🏻‍🌾,People & Body_person-role,anthropomorphic,person,role,male,light,,,,,man farmer: light skin tone,1F468 1F3FB 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
998,👨🏼‍🌾,People & Body_person-role,anthropomorphic,person,role,male,medium-light,,,,,man farmer: medium-light skin tone,1F468 1F3FC 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
999,👨🏽‍🌾,People & Body_person-role,anthropomorphic,person,role,male,medium,,,,,man farmer: medium skin tone,1F468 1F3FD 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1000,👨🏾‍🌾,People & Body_person-role,anthropomorphic,person,role,male,medium-dark,,,,,man farmer: medium-dark skin tone,1F468 1F3FE 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1001,👨🏿‍🌾,People & Body_person-role,anthropomorphic,person,role,male,dark,,,,,man farmer: dark skin tone,1F468 1F3FF 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1002,👩‍🌾,People & Body_person-role,anthropomorphic,person,role,female,neutral,,,,,woman farmer,1F469 200D 1F33E,fully-qualified,People & Body,person-role,3,E4.0
1003,👩🏻‍🌾,People & Body_person-role,anthropomorphic,person,role,female,light,,,,,woman farmer: light skin tone,1F469 1F3FB 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1004,👩🏼‍🌾,People & Body_person-role,anthropomorphic,person,role,female,medium-light,,,,,woman farmer: medium-light skin tone,1F469 1F3FC 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1005,👩🏽‍🌾,People & Body_person-role,anthropomorphic,person,role,female,medium,,,,,woman farmer: medium skin tone,1F469 1F3FD 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1006,👩🏾‍🌾,People & Body_person-role,anthropomorphic,person,role,female,medium-dark,,,,,woman farmer: medium-dark skin tone,1F469 1F3FE 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1007,👩🏿‍🌾,People & Body_person-role,anthropomorphic,person,role,female,dark,,,,,woman farmer: dark skin tone,1F469 1F3FF 200D 1F33E,fully-qualified,People & Body,person-role,4,E4.0
1008,🧑‍🍳,People & Body_person-role,anthropomorphic,person,role,person,neutral,,,,,cook,1F9D1 200D 1F373,fully-qualified,People & Body,person-role,3,E12.1
1009,🧑🏻‍🍳,People & Body_person-role,anthropomorphic,person,role,person,light,,,,,cook: light skin tone,1F9D1 1F3FB 200D 1F373,fully-qualified,People & Body,person-role,4,E12.1
1010,🧑🏼‍🍳,People & Body_person-role,anthropomorphic,person,role,person,medium-light,,,,,cook: medium-light skin tone,1F9D1 1F3FC 200D 1F373,fully-qualified,People & Body,person-role,4,E12.1
1011,🧑🏽‍🍳,People & Body_person-role,anthropomorphic,person,role,person,medium,,,,,cook: medium skin tone,1F9D1 1F3FD 200D 1F373,fully-qualified,People & Body,person-role,4,E12.1
1012,🧑🏾‍🍳,People & Body_person-role,anthropomorphic,person,role,person,medium-dark,,,,,cook: medium-dark skin tone,1F9D1 1F3FE 200D 1F373,fully-qualified,People & Body,person-role,4,E12.1
1013,🧑🏿‍🍳,People & Body_person-role,anthropomorphic,person,role,person,dark,,,,,cook: dark skin tone,1F9D1 1F3FF 200D 1F373,fully-qualified,People & Body,person-role,4,E12.1
1014,👨‍🍳,People & Body_person-role,anthropomorphic,person,role,male,neutral,,,,,man cook,1F468 200D 1F373,fully-qualified,People & Body,person-role,3,E4.0
1015,👨🏻‍🍳,People & Body_person-role,anthropomorphic,person,role,male,light,,,,,man cook: light skin tone,1F468 1F3FB 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1016,👨🏼‍🍳,People & Body_person-role,anthropomorphic,person,role,male,medium-light,,,,,man cook: medium-light skin tone,1F468 1F3FC 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1017,👨🏽‍🍳,People & Body_person-role,anthropomorphic,person,role,male,medium,,,,,man cook: medium skin tone,1F468 1F3FD 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1018,👨🏾‍🍳,People & Body_person-role,anthropomorphic,person,role,male,medium-dark,,,,,man cook: medium-dark skin tone,1F468 1F3FE 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1019,👨🏿‍🍳,People & Body_person-role,anthropomorphic,person,role,male,dark,,,,,man cook: dark skin tone,1F468 1F3FF 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1020,👩‍🍳,People & Body_person-role,anthropomorphic,person,role,female,neutral,,,,,woman cook,1F469 200D 1F373,fully-qualified,People & Body,person-role,3,E4.0
1021,👩🏻‍🍳,People & Body_person-role,anthropomorphic,person,role,female,light,,,,,woman cook: light skin tone,1F469 1F3FB 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1022,👩🏼‍🍳,People & Body_person-role,anthropomorphic,person,role,female,medium-light,,,,,woman cook: medium-light skin tone,1F469 1F3FC 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1023,👩🏽‍🍳,People & Body_person-role,anthropomorphic,person,role,female,medium,,,,,woman cook: medium skin tone,1F469 1F3FD 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1024,👩🏾‍🍳,People & Body_person-role,anthropomorphic,person,role,female,medium-dark,,,,,woman cook: medium-dark skin tone,1F469 1F3FE 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1025,👩🏿‍🍳,People & Body_person-role,anthropomorphic,person,role,female,dark,,,,,woman cook: dark skin tone,1F469 1F3FF 200D 1F373,fully-qualified,People & Body,person-role,4,E4.0
1026,🧑‍🔧,People & Body_person-role,anthropomorphic,person,role,person,neutral,,,,,mechanic,1F9D1 200D 1F527,fully-qualified,People & Body,person-role,3,E12.1
1027,🧑🏻‍🔧,People & Body_person-role,anthropomorphic,person,role,person,light,,,,,mechanic: light skin tone,1F9D1 1F3FB 200D 1F527,fully-qualified,People & Body,person-role,4,E12.1
1028,🧑🏼‍🔧,People & Body_person-role,anthropomorphic,person,role,person,medium-light,,,,,mechanic: medium-light skin tone,1F9D1 1F3FC 200D 1F527,fully-qualified,People & Body,person-role,4,E12.1
1029,🧑🏽‍🔧,People & Body_person-role,anthropomorphic,person,role,person,medium,,,,,mechanic: medium skin tone,1F9D1 1F3FD 200D 1F527,fully-qualified,People & Body,person-role,4,E12.1
1030,🧑🏾‍🔧,People & Body_person-role,anthropomorphic,person,role,person,medium-dark,,,,,mechanic: medium-dark skin tone,1F9D1 1F3FE 200D 1F527,fully-qualified,People & Body,person-role,4,E12.1
1031,🧑🏿‍🔧,People & Body_person-role,anthropomorphic,person,role,person,dark,,,,,mechanic: dark skin tone,1F9D1 1F3FF 200D 1F527,fully-qualified,People & Body,person-role,4,E12.1
1032,👨‍🔧,People & Body_person-role,anthropomorphic,person,role,male,neutral,,,,,man mechanic,1F468 200D 1F527,fully-qualified,People & Body,person-role,3,E4.0
1033,👨🏻‍🔧,People & Body_person-role,anthropomorphic,person,role,male,light,,,,,man mechanic: light skin tone,1F468 1F3FB 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1034,👨🏼‍🔧,People & Body_person-role,anthropomorphic,person,role,male,medium-light,,,,,man mechanic: medium-light skin tone,1F468 1F3FC 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1035,👨🏽‍🔧,People & Body_person-role,anthropomorphic,person,role,male,medium,,,,,man mechanic: medium skin tone,1F468 1F3FD 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1036,👨🏾‍🔧,People & Body_person-role,anthropomorphic,person,role,male,medium-dark,,,,,man mechanic: medium-dark skin tone,1F468 1F3FE 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1037,👨🏿‍🔧,People & Body_person-role,anthropomorphic,person,role,male,dark,,,,,man mechanic: dark skin tone,1F468 1F3FF 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1038,👩‍🔧,People & Body_person-role,anthropomorphic,person,role,female,neutral,,,,,woman mechanic,1F469 200D 1F527,fully-qualified,People & Body,person-role,3,E4.0
1039,👩🏻‍🔧,People & Body_person-role,anthropomorphic,person,role,female,light,,,,,woman mechanic: light skin tone,1F469 1F3FB 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1040,👩🏼‍🔧,People & Body_person-role,anthropomorphic,person,role,female,medium-light,,,,,woman mechanic: medium-light skin tone,1F469 1F3FC 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1041,👩🏽‍🔧,People & Body_person-role,anthropomorphic,person,role,female,medium,,,,,woman mechanic: medium skin tone,1F469 1F3FD 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1042,👩🏾‍🔧,People & Body_person-role,anthropomorphic,person,role,female,medium-dark,,,,,woman mechanic: medium-dark skin tone,1F469 1F3FE 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1043,👩🏿‍🔧,People & Body_person-role,anthropomorphic,person,role,female,dark,,,,,woman mechanic: dark skin tone,1F469 1F3FF 200D 1F527,fully-qualified,People & Body,person-role,4,E4.0
1044,🧑‍🏭,People & Body_person-role,anthropomorphic,person,role,person,neutral,,,,,factory worker,1F9D1 200D 1F3ED,fully-qualified,People & Body,person-role,3,E12.1
1045,🧑🏻‍🏭,People & Body_person-role,anthropomorphic,person,role,person,light,,,,,factory worker: light skin tone,1F9D1 1F3FB 200D 1F3ED,fully-qualified,People & Body,person-role,4,E12.1
1046,🧑🏼‍🏭,People & Body_person-role,anthropomorphic,person,role,person,medium-light,,,,,factory worker: medium-light skin tone,1F9D1 1F3FC 200D 1F3ED,fully-qualified,People & Body,person-role,4,E12.1
1047,🧑🏽‍🏭,People & Body_person-role,anthropomorphic,person,role,person,medium,,,,,factory worker: medium skin tone,1F9D1 1F3FD 200D 1F3ED,fully-qualified,People & Body,person-role,4,E12.1
1048,🧑🏾‍🏭,People & Body_person-role,anthropomorphic,person,role,person,medium-dark,,,,,factory worker: medium-dark skin tone,1F9D1 1F3FE 200D 1F3ED,fully-qualified,People & Body,person-role,4,E12.1
1049,🧑🏿‍🏭,People & Body_person-role,anthropomorphic,person,role,person,dark,,,,,factory worker: dark skin tone,1F9D1 1F3FF 200D 1F3ED,fully-qualified,People & Body,person-role,4,E12.1
1050,👨‍🏭,People & Body_person-role,anthropomorphic,person,role,male,neutral,,,,,man factory worker,1F468 200D 1F3ED,fully-qualified,People & Body,person-role,3,E4.0
1051,👨🏻‍🏭,People & Body_person-role,anthropomorphic,person,role,male,light,,,,,man factory worker: light skin tone,1F468 1F3FB 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1052,👨🏼‍🏭,People & Body_person-role,anthropomorphic,person,role,male,medium-light,,,,,man factory worker: medium-light skin tone,1F468 1F3FC 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1053,👨🏽‍🏭,People & Body_person-role,anthropomorphic,person,role,male,medium,,,,,man factory worker: medium skin tone,1F468 1F3FD 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1054,👨🏾‍🏭,People & Body_person-role,anthropomorphic,person,role,male,medium-dark,,,,,man factory worker: medium-dark skin tone,1F468 1F3FE 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1055,👨🏿‍🏭,People & Body_person-role,anthropomorphic,person,role,male,dark,,,,,man factory worker: dark skin tone,1F468 1F3FF 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1056,👩‍🏭,People & Body_person-role,anthropomorphic,person,role,female,neutral,,,,,woman factory worker,1F469 200D 1F3ED,fully-qualified,People & Body,person-role,3,E4.0
1057,👩🏻‍🏭,People & Body_person-role,anthropomorphic,person,role,female,light,,,,,woman factory worker: light skin tone,1F469 1F3FB 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1058,👩🏼‍🏭,People & Body_person-role,anthropomorphic,person,role,female,medium-light,,,,,woman factory worker: medium-light skin tone,1F469 1F3FC 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1059,👩🏽‍🏭,People & Body_person-role,anthropomorphic,person,role,female,medium,,,,,woman factory worker: medium skin tone,1F469 1F3FD 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1060,👩🏾‍🏭,People & Body_person-role,anthropomorphic,person,role,female,medium-dark,,,,,woman factory worker: medium-dark skin tone,1F469 1F3FE 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1061,👩🏿‍🏭,People & Body_person-role,anthropomorphic,person,role,female,dark,,,,,woman factory worker: dark skin tone,1F469 1F3FF 200D 1F3ED,fully-qualified,People & Body,person-role,4,E4.0
1062,🧑‍💼,People & Body_person-role,anthropomorphic,person,role,person,neutral,,,,,office worker,1F9D1 200D 1F4BC,fully-qualified,People & Body,person-role,3,E12.1
1063,🧑🏻‍💼,People & Body_person-role,anthropomorphic,person,role,person,light,,,,,office worker: light skin tone,1F9D1 1F3FB 200D 1F4BC,fully-qualified,People & Body,person-role,4,E12.1
1064,🧑🏼‍💼,People & Body_person-role,anthropomorphic,person,role,person,medium-light,,,,,office worker: medium-light skin tone,1F9D1 1F3FC 200D 1F4BC,fully-qualified,People & Body,person-role,4,E12.1
1065,🧑🏽‍💼,People & Body_person-role,anthropomorphic,person,role,person,medium,,,,,office worker: medium skin tone,1F9D1 1F3FD 200D 1F4BC,fully-qualified,People & Body,person-role,4,E12.1
1066,🧑🏾‍💼,People & Body_person-role,anthropomorphic,person,role,person,medium-dark,,,,,office worker: medium-dark skin tone,1F9D1 1F3FE 200D 1F4BC,fully-qualified,People & Body,person-role,4,E12.1
